Source,Target,Type,SynapseCount,SourceFile,Relatedness
AINL , BAGL          ,chemical,5,herm_full_edgelist_MODIFIED.csv,12.0
AINL , AUAR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
AINL , AIAR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
AINL , RIBL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,13.0
AINL , RIBR          ,chemical,3,herm_full_edgelist_MODIFIED.csv,17.0
AINL , RMFL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
AINL , RID           ,chemical,2,herm_full_edgelist_MODIFIED.csv,15.0
AINL , RMDVL         ,chemical,3,herm_full_edgelist_MODIFIED.csv,16.0
AINL , SAAVL         ,chemical,3,herm_full_edgelist_MODIFIED.csv,
AINR , ASEL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,2.0
AINR , ASER          ,chemical,3,herm_full_edgelist_MODIFIED.csv,18.0
AINR , ASGL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,13.0
AINR , AWCL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
AINR , AFDL          ,chemical,9,herm_full_edgelist_MODIFIED.csv,11.0
AINR , AFDR          ,chemical,3,herm_full_edgelist_MODIFIED.csv,13.0
AINR , CEPDL         ,chemical,2,herm_full_edgelist_MODIFIED.csv,13.0
AINR , BAGR          ,chemical,9,herm_full_edgelist_MODIFIED.csv,13.0
AINR , URXL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
AINR , URXR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
AINR , AUAL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
AINR , AUAR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,
AINR , AIAL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,2.0
AINR , AIBL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,15.0
AINR , AINL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
AINR , AINR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
AINR , RIBL          ,chemical,8,herm_full_edgelist_MODIFIED.csv,15.0
AINR , RID           ,chemical,2,herm_full_edgelist_MODIFIED.csv,15.0
ALA , ASJR          ,chemical,4,herm_full_edgelist_MODIFIED.csv,17.0
ALA , RIAR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
ALA , AVAR          ,chemical,3,herm_full_edgelist_MODIFIED.csv,18.0
ALA , AVDR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,19.0
ALA , AVEL          ,chemical,8,herm_full_edgelist_MODIFIED.csv,19.0
ALA , AVER          ,chemical,4,herm_full_edgelist_MODIFIED.csv,15.0
ALA , RMDR          ,chemical,3,herm_full_edgelist_MODIFIED.csv,11.0
RIAL , CEPDL         ,chemical,1,herm_full_edgelist_MODIFIED.csv,19.0
RIAL , BAGR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,15.0
RIAL , URXL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,19.0
RIAL , AQR           ,chemical,4,herm_full_edgelist_MODIFIED.csv,18.0
RIAL , AIZL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
RIAL , RIAR          ,chemical,23,herm_full_edgelist_MODIFIED.csv,18.0
RIAL , RIBL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,12.0
RIAL , RIR           ,chemical,3,herm_full_edgelist_MODIFIED.csv,18.0
RIAL , AVAL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,10.0
RIAL , RIML          ,chemical,2,herm_full_edgelist_MODIFIED.csv,14.0
RIAL , RIMR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,14.0
RIAL , RMDDL         ,chemical,48,herm_full_edgelist_MODIFIED.csv,18.0
RIAL , RMDDR         ,chemical,35,herm_full_edgelist_MODIFIED.csv,18.0
RIAL , RMDL          ,chemical,26,herm_full_edgelist_MODIFIED.csv,18.0
RIAL , RMDR          ,chemical,17,herm_full_edgelist_MODIFIED.csv,16.0
RIAL , RMDVL         ,chemical,48,herm_full_edgelist_MODIFIED.csv,18.0
RIAL , RMDVR         ,chemical,48,herm_full_edgelist_MODIFIED.csv,19.0
RIAL , RIVL          ,chemical,8,herm_full_edgelist_MODIFIED.csv,15.0
RIAL , RIVR          ,chemical,12,herm_full_edgelist_MODIFIED.csv,19.0
RIAL , SAADL         ,chemical,1,herm_full_edgelist_MODIFIED.csv,19.0
RIAL , SIADL         ,chemical,3,herm_full_edgelist_MODIFIED.csv,19.0
RIAL , SIAVR         ,chemical,2,herm_full_edgelist_MODIFIED.csv,19.0
RIAL , SMBDR         ,chemical,7,herm_full_edgelist_MODIFIED.csv,15.0
RIAL , SMDDL         ,chemical,22,herm_full_edgelist_MODIFIED.csv,15.0
RIAL , SMDDR         ,chemical,33,herm_full_edgelist_MODIFIED.csv,14.0
RIAL , SMDVL         ,chemical,14,herm_full_edgelist_MODIFIED.csv,14.0
RIAL , SMDVR         ,chemical,32,herm_full_edgelist_MODIFIED.csv,18.0
RIAR , ADFR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
RIAR , IL1R          ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
RIAR , CEPVL         ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
RIAR , CEPVR         ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
RIAR , AUAR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,16.0
RIAR , RIAL          ,chemical,38,herm_full_edgelist_MODIFIED.csv,14.0
RIAR , RIAR          ,chemical,3,herm_full_edgelist_MODIFIED.csv,18.0
RIAR , RIBR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,8.0
RIAR , AVAR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
RIAR , RMDDL         ,chemical,48,herm_full_edgelist_MODIFIED.csv,19.0
RIAR , RMDDR         ,chemical,53,herm_full_edgelist_MODIFIED.csv,18.0
RIAR , RMDL          ,chemical,9,herm_full_edgelist_MODIFIED.csv,16.0
RIAR , RMDR          ,chemical,35,herm_full_edgelist_MODIFIED.csv,19.0
RIAR , RMDVL         ,chemical,57,herm_full_edgelist_MODIFIED.csv,18.0
RIAR , RMDVR         ,chemical,47,herm_full_edgelist_MODIFIED.csv,17.0
RIAR , RIVL          ,chemical,3,herm_full_edgelist_MODIFIED.csv,18.0
RIAR , RIVR          ,chemical,3,herm_full_edgelist_MODIFIED.csv,7.0
RIAR , SAADR         ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
RIAR , SIADR         ,chemical,4,herm_full_edgelist_MODIFIED.csv,19.0
RIAR , SIAVL         ,chemical,7,herm_full_edgelist_MODIFIED.csv,18.0
RIAR , SMBDR         ,chemical,2,herm_full_edgelist_MODIFIED.csv,14.0
RIAR , SMBVR         ,chemical,2,herm_full_edgelist_MODIFIED.csv,16.0
RIAR , SMDDL         ,chemical,32,herm_full_edgelist_MODIFIED.csv,12.0
RIAR , SMDDR         ,chemical,26,herm_full_edgelist_MODIFIED.csv,18.0
RIAR , SMDVL         ,chemical,43,herm_full_edgelist_MODIFIED.csv,18.0
RIAR , SMDVR         ,chemical,26,herm_full_edgelist_MODIFIED.csv,19.0
RIAR , vBWML6        ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
RIBL , CEPVL         ,chemical,5,herm_full_edgelist_MODIFIED.csv,13.0
RIBL , BAGR          ,chemical,3,herm_full_edgelist_MODIFIED.csv,18.0
RIBL , URYDL         ,chemical,3,herm_full_edgelist_MODIFIED.csv,18.0
RIBL , AUAL          ,chemical,9,herm_full_edgelist_MODIFIED.csv,18.0
RIBL , AIBR          ,chemical,8,herm_full_edgelist_MODIFIED.csv,12.0
RIBL , RIAL          ,chemical,6,herm_full_edgelist_MODIFIED.csv,14.0
RIBL , RIGL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
RIBL , RIS           ,chemical,5,herm_full_edgelist_MODIFIED.csv,13.0
RIBL , DVC           ,chemical,1,herm_full_edgelist_MODIFIED.csv,12.0
RIBL , AVAL          ,chemical,5,herm_full_edgelist_MODIFIED.csv,18.0
RIBL , AVBR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
RIBL , AVDR          ,chemical,4,herm_full_edgelist_MODIFIED.csv,12.0
RIBL , AVEL          ,chemical,9,herm_full_edgelist_MODIFIED.csv,18.0
RIBL , AVER          ,chemical,14,herm_full_edgelist_MODIFIED.csv,18.0
RIBL , RIML          ,chemical,1,herm_full_edgelist_MODIFIED.csv,12.0
RIBL , RMDR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,16.0
RIBL , SMDVR         ,chemical,6,herm_full_edgelist_MODIFIED.csv,18.0
RIBR , OLLR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
RIBR , BAGL          ,chemical,8,herm_full_edgelist_MODIFIED.csv,18.0
RIBR , URYVR         ,chemical,2,herm_full_edgelist_MODIFIED.csv,16.0
RIBR , AUAR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
RIBR , AIBL          ,chemical,3,herm_full_edgelist_MODIFIED.csv,15.0
RIBR , AIZR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
RIBR , AINL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,12.0
RIBR , RIAR          ,chemical,8,herm_full_edgelist_MODIFIED.csv,18.0
RIBR , RIGR          ,chemical,5,herm_full_edgelist_MODIFIED.csv,18.0
RIBR , RIH           ,chemical,2,herm_full_edgelist_MODIFIED.csv,16.0
RIBR , RIS           ,chemical,1,herm_full_edgelist_MODIFIED.csv,12.0
RIBR , AVAR          ,chemical,6,herm_full_edgelist_MODIFIED.csv,18.0
RIBR , AVBL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
RIBR , AVEL          ,chemical,6,herm_full_edgelist_MODIFIED.csv,18.0
RIBR , AVER          ,chemical,4,herm_full_edgelist_MODIFIED.csv,14.0
RIBR , RMDVR         ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
RIBR , RMED          ,chemical,1,herm_full_edgelist_MODIFIED.csv,12.0
RIBR , SMDDL         ,chemical,2,herm_full_edgelist_MODIFIED.csv,10.0
RIBR , SMDVL         ,chemical,2,herm_full_edgelist_MODIFIED.csv,16.0
RIBR , SMDVR         ,chemical,2,herm_full_edgelist_MODIFIED.csv,12.0
RICL , ADLR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,14.0
RICL , OLQVL         ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
RICL , CEPDL         ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
RICL , CEPVL         ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
RICL , ADAL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,11.0
RICL , ADAR          ,chemical,7,herm_full_edgelist_MODIFIED.csv,15.0
RICL , RICR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
RICL , RMFR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,8.0
RICL , URBR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
RICL , AVAL          ,chemical,15,herm_full_edgelist_MODIFIED.csv,15.0
RICL , AVAR          ,chemical,18,herm_full_edgelist_MODIFIED.csv,17.0
RICL , RIML          ,chemical,1,herm_full_edgelist_MODIFIED.csv,15.0
RICL , RIMR          ,chemical,8,herm_full_edgelist_MODIFIED.csv,11.0
RICL , RIVR          ,chemical,4,herm_full_edgelist_MODIFIED.csv,16.0
RICL , SAAVL         ,chemical,2,herm_full_edgelist_MODIFIED.csv,8.0
RICL , SMBDL         ,chemical,5,herm_full_edgelist_MODIFIED.csv,10.0
RICL , SMBDR         ,chemical,1,herm_full_edgelist_MODIFIED.csv,9.0
RICL , SMDDL         ,chemical,11,herm_full_edgelist_MODIFIED.csv,17.0
RICL , SMDDR         ,chemical,8,herm_full_edgelist_MODIFIED.csv,13.0
RICL , SMDVR         ,chemical,1,herm_full_edgelist_MODIFIED.csv,13.0
RICR , CEPDL         ,chemical,1,herm_full_edgelist_MODIFIED.csv,13.0
RICR , CEPDR         ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
RICR , AIBL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
RICR , AIBR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
RICR , AIZL          ,chemical,6,herm_full_edgelist_MODIFIED.csv,
RICR , ADAR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,14.0
RICR , RICL          ,chemical,3,herm_full_edgelist_MODIFIED.csv,9.0
RICR , RMFL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,10.0
RICR , RMGL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,11.0
RICR , URBR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,13.0
RICR , AVKR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,13.0
RICR , AVAL          ,chemical,15,herm_full_edgelist_MODIFIED.csv,13.0
RICR , AVAR          ,chemical,13,herm_full_edgelist_MODIFIED.csv,12.0
RICR , RIML          ,chemical,10,herm_full_edgelist_MODIFIED.csv,12.0
RICR , RIMR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,11.0
RICR , RIVL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,12.0
RICR , SMBDR         ,chemical,3,herm_full_edgelist_MODIFIED.csv,17.0
RICR , SMDDL         ,chemical,9,herm_full_edgelist_MODIFIED.csv,17.0
RICR , SMDDR         ,chemical,9,herm_full_edgelist_MODIFIED.csv,17.0
RICR , SMDVL         ,chemical,6,herm_full_edgelist_MODIFIED.csv,18.0
RICR , SMDVR         ,chemical,3,herm_full_edgelist_MODIFIED.csv,18.0
RICR , VB01          ,chemical,7,herm_full_edgelist_MODIFIED.csv,17.0
RIFL , ALML          ,chemical,5,herm_full_edgelist_MODIFIED.csv,13.0
RIFL , AVHR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,15.0
RIFL , AVJR          ,chemical,8,herm_full_edgelist_MODIFIED.csv,7.0
RIFL , PVPL          ,chemical,8,herm_full_edgelist_MODIFIED.csv,15.0
RIFL , AVBL          ,chemical,26,herm_full_edgelist_MODIFIED.csv,15.0
RIFL , AVBR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,
RIFL , RIML          ,chemical,7,herm_full_edgelist_MODIFIED.csv,17.0
RIFL , dBWML5        ,chemical,2,herm_full_edgelist_MODIFIED.csv,10.0
RIFR , ADLR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,9.0
RIFR , ASHR          ,chemical,6,herm_full_edgelist_MODIFIED.csv,17.0
RIFR , AWBR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,11.0
RIFR , CEPVR         ,chemical,2,herm_full_edgelist_MODIFIED.csv,15.0
RIFR , URXR          ,chemical,3,herm_full_edgelist_MODIFIED.csv,15.0
RIFR , AIZL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,5.0
RIFR , RIAR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,14.0
RIFR , RIFL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,14.0
RIFR , RIPR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,9.0
RIFR , AVFL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
RIFR , AVJL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
RIFR , AVJR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,8.0
RIFR , PVPR          ,chemical,6,herm_full_edgelist_MODIFIED.csv,11.0
RIFR , PVCL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
RIFR , PVCR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
RIFR , AVBL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,13.0
RIFR , AVBR          ,chemical,35,herm_full_edgelist_MODIFIED.csv,15.0
RIFR , RIMR          ,chemical,10,herm_full_edgelist_MODIFIED.csv,13.0
RIFR , HSNL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
RIFR , HSNR          ,chemical,3,herm_full_edgelist_MODIFIED.csv,13.0
RIGL , ADFL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,15.0
RIGL , ADLL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
RIGL , OLQVL         ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
RIGL , ALNL          ,chemical,6,herm_full_edgelist_MODIFIED.csv,17.0
RIGL , BAGR          ,chemical,3,herm_full_edgelist_MODIFIED.csv,17.0
RIGL , URXL          ,chemical,6,herm_full_edgelist_MODIFIED.csv,17.0
RIGL , AIBR          ,chemical,4,herm_full_edgelist_MODIFIED.csv,13.0
RIGL , AIZL          ,chemical,10,herm_full_edgelist_MODIFIED.csv,15.0
RIGL , AIZR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,16.0
RIGL , RIBL          ,chemical,3,herm_full_edgelist_MODIFIED.csv,18.0
RIGL , RIH           ,chemical,2,herm_full_edgelist_MODIFIED.csv,11.0
RIGL , RIR           ,chemical,8,herm_full_edgelist_MODIFIED.csv,17.0
RIGL , RMGL          ,chemical,6,herm_full_edgelist_MODIFIED.csv,13.0
RIGL , AVKR          ,chemical,17,herm_full_edgelist_MODIFIED.csv,15.0
RIGL , DVA           ,chemical,1,herm_full_edgelist_MODIFIED.csv,13.0
RIGL , PVPL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
RIGL , AVEL          ,chemical,7,herm_full_edgelist_MODIFIED.csv,13.0
RIGL , AVER          ,chemical,1,herm_full_edgelist_MODIFIED.csv,15.0
RIGL , RMHR          ,chemical,23,herm_full_edgelist_MODIFIED.csv,17.0
RIGR , AFDR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
RIGR , OLQVR         ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
RIGR , ALNR          ,chemical,3,herm_full_edgelist_MODIFIED.csv,17.0
RIGR , BAGL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,13.0
RIGR , URXR          ,chemical,3,herm_full_edgelist_MODIFIED.csv,15.0
RIGR , URYVR         ,chemical,2,herm_full_edgelist_MODIFIED.csv,15.0
RIGR , AIBL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
RIGR , AIZR          ,chemical,5,herm_full_edgelist_MODIFIED.csv,17.0
RIGR , RIAR          ,chemical,3,herm_full_edgelist_MODIFIED.csv,15.0
RIGR , RIBR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
RIGR , RIR           ,chemical,5,herm_full_edgelist_MODIFIED.csv,17.0
RIGR , AVKL          ,chemical,21,herm_full_edgelist_MODIFIED.csv,15.0
RIGR , AVKR          ,chemical,5,herm_full_edgelist_MODIFIED.csv,17.0
RIGR , DVA           ,chemical,4,herm_full_edgelist_MODIFIED.csv,15.0
RIGR , DVC           ,chemical,2,herm_full_edgelist_MODIFIED.csv,11.0
RIGR , PVT           ,chemical,5,herm_full_edgelist_MODIFIED.csv,11.0
RIGR , AVDL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,9.0
RIGR , AVER          ,chemical,4,herm_full_edgelist_MODIFIED.csv,9.0
RIGR , RMHL          ,chemical,17,herm_full_edgelist_MODIFIED.csv,11.0
RIH , ADFR          ,chemical,3,herm_full_edgelist_MODIFIED.csv,9.0
RIH , IL2L          ,chemical,2,herm_full_edgelist_MODIFIED.csv,15.0
RIH , IL2R          ,chemical,3,herm_full_edgelist_MODIFIED.csv,17.0
RIH , IL2VL         ,chemical,4,herm_full_edgelist_MODIFIED.csv,15.0
RIH , IL2VR         ,chemical,5,herm_full_edgelist_MODIFIED.csv,14.0
RIH , OLQDL         ,chemical,11,herm_full_edgelist_MODIFIED.csv,17.0
RIH , OLQDR         ,chemical,7,herm_full_edgelist_MODIFIED.csv,17.0
RIH , OLQVL         ,chemical,13,herm_full_edgelist_MODIFIED.csv,17.0
RIH , OLQVR         ,chemical,7,herm_full_edgelist_MODIFIED.csv,13.0
RIH , CEPDL         ,chemical,6,herm_full_edgelist_MODIFIED.csv,17.0
RIH , CEPVL         ,chemical,3,herm_full_edgelist_MODIFIED.csv,11.0
RIH , CEPVR         ,chemical,6,herm_full_edgelist_MODIFIED.csv,17.0
RIH , BAGL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,
RIH , BAGR          ,chemical,5,herm_full_edgelist_MODIFIED.csv,11.0
RIH , URYVR         ,chemical,4,herm_full_edgelist_MODIFIED.csv,9.0
RIH , AUAR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,15.0
RIH , AIYL          ,chemical,3,herm_full_edgelist_MODIFIED.csv,11.0
RIH , AIYR          ,chemical,4,herm_full_edgelist_MODIFIED.csv,9.0
RIH , AIZL          ,chemical,12,herm_full_edgelist_MODIFIED.csv,15.0
RIH , AIZR          ,chemical,19,herm_full_edgelist_MODIFIED.csv,17.0
RIH , RIAL          ,chemical,34,herm_full_edgelist_MODIFIED.csv,17.0
RIH , RIAR          ,chemical,36,herm_full_edgelist_MODIFIED.csv,15.0
RIH , RIBL          ,chemical,18,herm_full_edgelist_MODIFIED.csv,17.0
RIH , RIBR          ,chemical,15,herm_full_edgelist_MODIFIED.csv,18.0
RIH , RIPL          ,chemical,18,herm_full_edgelist_MODIFIED.csv,18.0
RIH , RIPR          ,chemical,7,herm_full_edgelist_MODIFIED.csv,17.0
RIH , RMER          ,chemical,6,herm_full_edgelist_MODIFIED.csv,6.0
RIH , RMEV          ,chemical,10,herm_full_edgelist_MODIFIED.csv,16.0
RIH , URAVR         ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
RIR , ADFL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,2.0
RIR , ADFR          ,chemical,4,herm_full_edgelist_MODIFIED.csv,19.0
RIR , ASHL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,12.0
RIR , ASHR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,16.0
RIR , AWBR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
RIR , AFDR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
RIR , BAGR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,16.0
RIR , URXL          ,chemical,9,herm_full_edgelist_MODIFIED.csv,15.0
RIR , URXR          ,chemical,6,herm_full_edgelist_MODIFIED.csv,16.0
RIR , AQR           ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
RIR , AUAL          ,chemical,7,herm_full_edgelist_MODIFIED.csv,18.0
RIR , AIZL          ,chemical,12,herm_full_edgelist_MODIFIED.csv,17.0
RIR , AIZR          ,chemical,15,herm_full_edgelist_MODIFIED.csv,6.0
RIR , ADAR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,14.0
RIR , AIMR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,16.0
RIR , RIAL          ,chemical,11,herm_full_edgelist_MODIFIED.csv,12.0
RIR , RIAR          ,chemical,4,herm_full_edgelist_MODIFIED.csv,18.0
RIR , RIGL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
RIR , RIGR          ,chemical,4,herm_full_edgelist_MODIFIED.csv,18.0
RIR , RMGL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,12.0
RIR , RMGR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,12.0
RIR , DVA           ,chemical,9,herm_full_edgelist_MODIFIED.csv,18.0
RIR , PVPL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,19.0
RIR , PVPR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
RIR , AVEL          ,chemical,4,herm_full_edgelist_MODIFIED.csv,18.0
RIR , HSNL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
RIS , OLLR          ,chemical,5,herm_full_edgelist_MODIFIED.csv,18.0
RIS , CEPDL         ,chemical,4,herm_full_edgelist_MODIFIED.csv,10.0
RIS , CEPVL         ,chemical,7,herm_full_edgelist_MODIFIED.csv,8.0
RIS , CEPVR         ,chemical,4,herm_full_edgelist_MODIFIED.csv,8.0
RIS , URYDR         ,chemical,1,herm_full_edgelist_MODIFIED.csv,15.0
RIS , URYVL         ,chemical,1,herm_full_edgelist_MODIFIED.csv,12.0
